LoanID,loan_amnt,funded_amnt,funded_amnt_inv,sub_grade,term,emp_length,int_rate,annual_inc,dti,delinq_2yrs,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,collections_12_mths_ex_med,mths_since_last_major_derog,last_week_pay,acc_now_delinq,tot_coll_amt,tot_cur_bal,total_rev_hi_lim,Output
LoanID18945146,2000,2000,2000.0,31,36,6,15.61,45000.0,6.5,1,2,15,87,7,1,9657,29.7,16,389.04,0.0,0.0,0.0,0,15,83,0,0,9657.0,32500,0
LoanID19345405,15000,15000,15000.0,4,36,7,7.69,75000.0,25.07,0,0,31,70,10,0,6532,23.4,23,1403.78,0.0,0.0,0.0,0,44,83,0,0,35975.0,27900,0
LoanID28642123,10000,10000,10000.0,14,36,10,11.67,150000.0,9.06,1,1,23,70,8,0,30895,86.3,26,1270.96,0.0,0.0,0.0,0,59,70,0,0,214793.0,35800,0
LoanID53926048,17675,17675,17675.0,2,36,5,6.24,100000.0,13.24,0,1,31,70,20,0,14144,25.5,42,581.8,0.0,0.0,0.0,0,44,31,0,0,95565.0,55400,0
LoanID70295652,15000,15000,14950.0,34,36,2,17.57,85000.0,18.47,0,1,59,70,16,0,8730,37.1,30,190.34,0.0,0.0,0.0,0,44,4,0,706,238017.0,23500,0
LoanID1701796,12000,12000,12000.0,2,36,10,6.62,115000.0,3.3,0,1,31,70,9,0,23818,61.5,20,66.33,0.0,0.0,0.0,0,44,4,0,0,80669.5,23700,1
LoanID6993177,20000,20000,20000.0,43,60,10,21.49,61000.0,23.22,0,1,31,70,12,0,21464,83.2,26,7736.42,0.0,0.0,0.0,0,44,104,0,0,50324.0,25800,1
LoanID47964362,15000,15000,15000.0,3,36,2,6.68,275000.0,18.55,2,0,21,70,10,0,220438,31.5,32,669.29,0.0,0.0,0.0,0,21,39,0,0,394034.0,241600,0
LoanID46826708,16000,16000,15900.0,21,36,5,12.29,60000.0,16.2,0,1,31,70,20,0,16376,50.5,24,1324.23,0.0,0.0,0.0,0,44,39,0,0,20088.0,32400,0
LoanID40503272,20000,20000,20000.0,12,36,9,9.49,50000.0,14.28,0,1,31,70,10,0,20449,51.4,22,1618.36,0.0,0.0,0.0,0,44,57,0,0,20449.0,39800,0
LoanID59732719,25000,25000,25000.0,5,36,10,7.89,70000.0,22.25,0,0,31,70,19,0,130501,55.8,33,759.07,0.0,0.0,0.0,0,44,22,0,0,130501.0,184100,0
LoanID44215072,35000,35000,35000.0,31,60,10,15.61,74800.0,31.37,0,0,31,70,14,0,37340,69.5,24,4256.65,0.0,0.0,0.0,0,44,43,0,0,164189.0,53700,0
LoanID1896608,11875,11875,11875.0,15,36,10,14.09,55000.0,13.75,0,1,49,70,5,0,3768,55.4,20,2343.45,0.0,0.0,0.0,0,49,104,0,0,13347.0,6800,1
LoanID27769251,24000,24000,24000.0,13,60,9,10.99,70000.0,18.45,0,0,31,70,12,0,17721,76.7,41,3170.4,0.0,0.0,0.0,0,44,70,0,0,179994.0,23100,0
LoanID28801202,20000,20000,20000.0,21,60,10,12.99,85000.0,17.93,0,0,31,70,8,0,17899,55.8,35,3138.03,0.0,0.0,0.0,0,44,70,0,0,17899.0,32100,0
LoanID43335353,15000,15000,15000.0,23,60,5,13.66,85000.0,17.98,0,0,31,116,13,1,14292,44.5,21,1741.67,0.0,0.0,0.0,0,44,52,0,0,39404.0,32100,0
LoanID34160841,12000,12000,12000.0,23,36,0,13.98,120000.0,19.54,0,1,31,70,29,0,17891,66.5,32,1638.3,0.0,0.0,0.0,0,44,61,0,0,287180.0,26900,0
LoanID1779958,11700,11700,11700.0,14,36,0,13.11,38000.0,27.79,0,1,31,70,15,0,11099,77.1,18,2138.8,0.0,0.0,0.0,0,44,100,0,0,56496.0,14400,1
LoanID73070359,15600,15600,15550.0,34,60,4,17.97,53000.0,32.72,0,0,31,92,16,1,11211,47.7,31,0.0,0.0,0.0,0.0,0,44,48,0,0,41139.0,23500,0
LoanID41240410,10000,10000,10000.0,23,36,3,13.66,28000.0,13.97,0,0,31,70,3,0,3119,69.3,7,1090.36,0.0,0.0,0.0,0,44,48,0,87,10615.0,4500,0
LoanID11039992,10075,10075,10075.0,5,36,3,8.9,150000.0,7.65,2,1,9,70,10,0,22070,46.2,23,1248.39,0.0,0.0,0.0,0,12,104,0,0,658834.0,47800,1
LoanID51370321,13000,13000,13000.0,3,36,8,6.68,73000.0,20.75,0,0,31,70,10,0,12501,28.2,38,517.91,0.0,0.0,0.0,0,44,35,0,0,63379.0,44300,0
LoanID37747783,4800,4800,4800.0,4,36,2,7.49,45600.0,22.39,0,1,29,70,14,0,4432,29.4,15,269.47,0.0,0.0,0.0,0,44,43,0,0,68865.0,15100,1
LoanID40996636,3000,3000,3000.0,24,36,1,14.31,135200.0,19.44,0,1,31,70,8,0,40675,88.6,14,348.97,0.0,0.0,0.0,0,44,48,0,0,354452.0,45900,1
LoanID53975230,2000,2000,2000.0,25,36,10,14.65,57987.0,19.88,0,0,28,70,8,0,11033,44.5,23,157.62,0.0,0.0,0.0,0,28,31,0,743,30353.0,24800,0
LoanID1002373,1000,1000,1000.0,42,36,3,18.39,50300.0,11.12,0,1,31,103,7,1,9959,95.8,10,306.37,0.0,0.0,0.0,0,44,161,0,0,80669.5,23700,1
LoanID744722,5000,5000,5000.0,12,60,3,10.75,65000.0,20.68,0,2,31,70,7,0,11490,41.2,15,1484.41,0.0,0.0,0.0,0,44,261,0,0,80669.5,23700,1
LoanID55478491,35000,35000,35000.0,25,36,4,14.65,115000.0,8.29,0,0,28,70,8,0,17695,56.7,28,2390.07,0.0,0.0,0.0,0,28,26,0,0,411273.0,31200,0
LoanID28701233,1750,1750,1750.0,53,36,7,24.5,38740.0,24.0,1,2,20,70,20,0,423,12.1,32,457.62,0.0,0.0,0.0,0,50,65,0,2535,46002.0,3500,0
LoanID31127745,24000,24000,24000.0,31,60,10,15.61,101000.0,15.05,0,0,34,21,9,1,24205,88.3,13,4427.35,0.0,0.0,0.0,0,55,65,0,0,55669.0,27400,0
LoanID68720098,35000,35000,34950.0,42,60,0,18.49,100000.0,16.86,0,1,29,70,10,0,23103,47.0,17,1001.14,0.0,0.0,0.0,0,44,9,0,0,53735.0,49200,0
LoanID14508768,16000,16000,16000.0,24,36,10,15.31,53000.0,17.53,1,0,23,70,10,0,20197,73.2,17,3356.65,0.0,0.0,0.0,0,44,96,0,0,99289.0,27600,0
LoanID46306724,9500,9500,9500.0,4,36,10,6.92,91500.0,19.25,0,2,31,93,13,2,7698,58.3,35,439.28,0.0,0.0,0.0,0,44,39,0,0,180899.0,13200,0
LoanID64656494,3000,3000,3000.0,34,36,2,17.57,58500.0,17.09,1,3,14,70,28,0,15960,25.5,52,164.17,0.0,0.0,0.0,0,44,17,0,0,18348.0,62600,0
LoanID32138573,15000,15000,15000.0,31,36,10,15.61,165900.0,26.06,0,0,31,70,20,0,52421,96.0,31,2437.63,0.0,0.0,0.0,0,44,65,0,0,747460.0,54423,0
LoanID43416541,8000,8000,8000.0,14,36,1,11.44,25000.0,33.27,0,0,31,70,3,0,5202,33.6,4,671.15,0.0,0.0,0.0,0,44,43,0,0,25407.0,15500,0
LoanID37077040,5600,5600,5600.0,25,36,6,14.99,45000.0,13.65,0,2,56,31,15,3,5470,24.9,45,512.01,0.0,0.0,0.0,0,56,39,0,0,43083.0,22000,1
LoanID69696671,15000,15000,15000.0,12,36,5,9.17,69500.0,11.85,2,0,21,70,23,0,11210,15.9,41,215.01,0.0,0.0,0.0,0,44,9,0,0,236639.0,70700,0
LoanID41220148,20325,20325,20325.0,41,60,0,18.54,51000.0,24.47,0,1,55,70,14,0,22897,102.7,24,3523.81,0.0,0.0,0.0,0,55,52,0,0,29046.0,22300,0
LoanID49778117,13000,13000,13000.0,25,60,4,14.65,50000.0,19.3,0,1,31,70,7,0,13019,64.1,17,1196.6,0.0,0.0,0.0,0,44,35,0,0,35438.0,20300,0
LoanID43742312,4800,4800,4800.0,31,36,3,15.61,57200.0,21.76,0,0,31,70,5,0,5675,81.1,7,604.25,0.0,0.0,0.0,0,44,48,0,63,34710.0,7000,0
LoanID42446428,11600,11600,11600.0,32,60,2,16.55,38000.0,32.75,0,0,29,70,4,0,8530,76.8,18,1649.89,0.0,0.0,0.0,1,44,48,0,59,14137.0,11100,0
LoanID36936919,3600,3600,3600.0,34,36,3,17.14,51000.0,15.34,0,4,31,70,12,0,6717,53.3,20,605.02,0.0,0.0,0.0,0,44,61,0,0,23746.0,12600,0
LoanID22973397,9650,9650,9400.0,23,36,1,13.98,28665.0,27.55,0,2,46,70,22,0,18342,64.8,44,1264.65,0.0,0.0,0.0,0,46,61,0,0,146392.0,28300,1
LoanID61059540,5000,5000,5000.0,4,36,9,7.26,50000.0,9.39,0,1,31,70,18,0,1637,5.2,44,91.17,0.0,0.0,0.0,0,44,13,0,0,214638.0,31600,1
LoanID28661038,15000,15000,15000.0,42,60,7,19.52,54000.0,27.88,0,1,80,82,23,1,15300,40.8,35,3588.97,0.0,0.0,0.0,0,44,70,0,250,312703.0,37500,0
LoanID59589311,14700,14700,14700.0,33,60,1,16.99,32000.0,32.93,0,0,31,69,6,1,6795,64.7,12,990.32,0.0,0.0,0.0,0,44,22,0,97,28856.0,10500,0
LoanID46910503,28000,28000,28000.0,3,36,10,6.68,100000.0,14.66,0,1,31,73,20,1,42054,56.5,42,1249.36,0.0,0.0,0.0,0,44,39,0,0,56332.0,74400,0
LoanID21379199,6050,6050,6050.0,21,36,10,12.99,25000.0,11.47,0,1,64,67,9,1,6289,26.8,31,971.87,0.0,0.0,0.0,0,64,83,0,0,6289.0,23500,0
LoanID66256003,7550,7550,7550.0,33,36,2,16.99,18000.0,24.53,0,0,55,70,8,0,9874,68.1,15,204.36,0.0,0.0,0.0,0,55,13,0,0,9874.0,14500,0
LoanID25616084,18000,18000,18000.0,4,36,6,7.69,40000.0,19.14,0,0,31,70,18,0,12616,19.7,39,1172.08,0.0,0.0,0.0,0,44,48,0,0,93245.0,64000,1
LoanID774488,7500,7500,7500.0,35,60,3,15.57,69000.0,3.86,0,5,61,70,6,0,7177,80.6,7,193.07,0.0,0.0,0.0,0,44,13,0,0,80669.5,23700,0
LoanID53856129,23525,23525,23525.0,25,36,3,14.65,100000.0,6.23,0,0,32,70,12,0,6336,28.5,18,1854.08,0.0,0.0,0.0,0,44,31,0,0,25218.0,22200,0
LoanID14487494,30000,30000,30000.0,54,60,0,24.99,125000.0,14.61,0,0,31,70,16,0,55351,76.2,34,12325.87,0.0,0.0,0.0,0,44,95,0,0,116274.0,72600,0
LoanID620684,8500,8500,8400.0,5,36,2,7.88,47500.0,11.7,0,0,31,70,9,0,9205,52.0,22,721.4,0.0,0.0,0.0,0,44,74,0,0,80669.5,23700,1
LoanID69624886,14400,14400,14400.0,3,36,1,6.89,106000.0,33.84,1,0,14,70,10,0,390,1.9,21,71.66,0.0,0.0,0.0,0,44,4,0,84,144950.0,20700,0
LoanID22972676,13000,13000,13000.0,33,60,10,16.99,52000.0,13.45,0,1,31,70,7,0,4638,78.6,13,2541.06,0.0,0.0,0.0,0,44,65,0,0,13295.0,5900,0
LoanID7658755,12000,12000,12000.0,13,36,10,11.55,75000.0,22.38,3,0,20,70,8,0,23049,69.2,26,846.94,0.0,0.0,0.0,0,44,35,0,0,43470.0,33300,1
LoanID29032176,6000,6000,6000.0,4,36,6,7.69,31000.0,18.12,0,0,31,70,8,0,4460,39.8,11,497.34,0.0,0.0,0.0,0,44,70,0,0,81987.0,11200,0
LoanID5687042,22000,22000,21950.0,13,36,10,12.12,65000.0,16.86,1,1,22,70,8,0,22356,53.9,19,4277.64,0.0,0.0,0.0,0,44,139,0,0,198266.0,41500,0
LoanID45260003,11000,11000,11000.0,22,60,1,12.69,35000.0,18.86,0,2,31,70,23,0,12669,39.1,36,1008.81,0.0,0.0,0.0,0,44,39,0,0,41790.0,32400,0
LoanID1087011,9000,9000,9000.0,11,60,10,9.99,146760.0,29.79,0,0,31,70,9,0,35346,76.7,35,2378.82,0.0,0.0,0.0,0,44,213,0,0,80669.5,23700,1
LoanID8450642,9950,9950,9950.0,14,36,2,12.35,30000.0,18.8,0,0,31,70,6,0,4931,56.0,7,394.56,0.0,1256.62,12.5662,0,44,22,0,0,11304.0,8800,0
LoanID28682913,24925,24925,24925.0,23,60,10,13.98,82000.0,30.7,0,0,36,70,16,0,14097,34.1,36,3500.41,0.0,0.0,0.0,0,44,56,0,0,201921.0,41400,0
LoanID55456009,3750,3750,3750.0,35,36,10,17.86,50000.0,8.57,1,1,6,73,6,1,2158,28.8,18,344.53,0.0,0.0,0.0,0,68,31,0,0,366823.0,7500,0
LoanID72100422,18000,18000,18000.0,32,36,6,16.55,45000.0,18.05,0,1,31,66,22,1,3911,10.0,33,215.15,0.0,0.0,0.0,0,44,4,0,0,165886.0,35500,0
LoanID27710703,10000,10000,10000.0,25,36,6,14.99,70000.0,8.21,0,0,31,37,8,1,7401,58.7,12,1646.17,0.0,0.0,0.0,0,44,74,0,0,13288.0,12600,0
LoanID13337543,16000,16000,16000.0,13,36,0,11.99,47500.0,9.88,0,0,31,70,3,0,18299,58.3,7,617.05,0.0,0.0,0.0,0,44,17,0,0,18299.0,31400,1
LoanID67760486,7000,7000,7000.0,12,36,10,9.17,35000.0,21.81,0,0,51,70,12,0,8754,27.1,24,100.34,0.0,0.0,0.0,0,51,9,0,3907,14262.0,32300,0
LoanID2926987,15825,15825,15800.0,21,36,5,14.33,60000.0,8.8,0,0,31,70,7,0,15567,77.8,9,2810.81,0.0,1198.52,11.8318,0,44,82,0,0,17403.0,20000,0
LoanID1736408,15000,15000,14950.0,4,36,10,7.9,80000.0,21.49,0,0,31,70,11,0,49234,65.6,27,1896.05,0.0,0.0,0.0,0,44,156,0,0,406681.0,75000,1
LoanID7227132,17475,17475,17425.0,42,60,10,21.0,50000.0,26.04,0,0,31,70,15,0,36728,89.0,28,906.3,0.0,0.0,0.0,0,44,13,0,0,74413.0,41245,0
LoanID68289328,18325,18325,18325.0,24,36,10,13.67,53173.2,25.1,0,0,31,70,9,0,19616,76.9,15,391.9,0.0,0.0,0.0,0,44,9,0,0,33086.0,25500,0
LoanID1051047,5000,5000,4500.0,4,60,10,7.49,72600.0,13.59,0,0,31,70,9,0,4084,9.7,23,987.15,0.0,0.0,0.0,0,44,222,0,0,80669.5,23700,1
LoanID67867425,10000,10000,10000.0,34,36,10,17.57,85000.0,23.04,0,0,68,70,9,0,16681,76.5,22,279.96,0.0,0.0,0.0,0,68,9,0,2150,61335.0,21800,0
LoanID35103256,12000,12000,12000.0,12,36,5,10.15,52000.0,17.47,0,0,31,68,13,1,14793,56.9,36,1168.71,0.0,0.0,0.0,0,44,61,0,0,60210.0,26000,0
LoanID49833526,20000,20000,20000.0,24,60,10,13.99,66000.0,21.18,0,2,31,70,10,0,10036,41.8,13,1802.96,0.0,0.0,0.0,0,44,35,0,0,35353.0,24000,0
LoanID1696372,21725,21725,21725.0,21,36,7,14.33,71000.0,19.59,0,1,41,70,7,0,7355,79.1,29,2716.68,0.0,0.0,0.0,0,44,57,0,0,80669.5,23700,1
LoanID41373958,6000,6000,6000.0,21,36,0,12.39,25000.0,15.36,0,0,38,70,4,0,5071,85.9,6,637.46,0.0,0.0,0.0,0,44,52,0,0,8183.0,5900,0
LoanID38479476,14575,14575,14575.0,35,60,10,17.86,41500.0,18.97,2,1,12,70,18,0,10180,43.3,40,2604.54,0.0,0.0,0.0,0,44,57,0,0,92860.0,23500,0
LoanID51340603,15000,15000,15000.0,23,60,10,13.33,88000.0,12.98,0,1,58,56,8,1,7466,53.3,34,1254.42,0.0,0.0,0.0,0,58,35,0,0,46894.0,14000,0
LoanID66361833,10000,10000,10000.0,24,60,6,13.99,24000.0,6.95,0,0,67,70,6,0,3613,30.6,11,224.04,0.0,0.0,0.0,0,67,9,0,0,148501.0,11800,0
LoanID1494741,10000,10000,10000.0,3,36,4,7.62,34000.0,21.67,0,2,31,70,9,0,10976,58.4,23,1218.8,0.0,0.0,0.0,0,44,161,0,0,80669.5,23700,1
LoanID8439485,32350,32350,32350.0,45,60,10,22.7,72400.0,26.22,0,0,80,70,7,0,19382,78.8,27,13046.37,0.0,0.0,0.0,0,44,104,0,0,57821.0,24600,1
LoanID30055500,16575,16575,16575.0,54,60,7,24.99,75000.0,29.52,0,1,31,70,24,0,32543,69.8,30,4816.08,0.0,0.0,0.0,0,44,65,0,0,170930.0,46600,0
LoanID13637602,7000,7000,7000.0,5,36,2,8.9,50995.0,5.67,0,0,31,39,10,1,3982,19.7,24,829.9,0.0,0.0,0.0,0,44,91,0,0,15989.0,20200,1
LoanID1800702,3500,3500,3500.0,5,36,6,8.9,60000.0,17.26,1,0,7,70,12,0,936,93.6,35,500.06,0.0,0.0,0.0,0,44,156,0,0,233837.0,1000,1
LoanID58851420,24450,24450,24450.0,23,60,10,13.33,124000.0,28.42,0,0,31,70,20,0,58541,71.7,30,1562.63,0.0,0.0,0.0,0,44,26,0,0,244934.0,81600,0
LoanID3177132,6000,6000,6000.0,12,36,2,11.14,88000.0,17.37,0,1,46,70,9,0,17343,91.3,19,1085.83,0.0,0.0,0.0,0,48,156,0,0,240085.0,19000,1
LoanID47601008,4625,4625,4625.0,52,36,2,23.99,60000.0,15.04,1,3,7,30,8,1,758,42.1,36,760.18,0.0,0.0,0.0,1,44,39,0,2539,211374.0,1800,0
LoanID44246124,3550,3550,3550.0,24,36,4,13.99,34000.0,24.29,0,3,31,70,23,0,3645,32.8,40,377.5,0.0,0.0,0.0,0,44,48,0,0,103485.0,11100,0
LoanID7430044,8000,8000,8000.0,11,36,10,9.71,40000.0,15.9,0,0,25,93,8,1,7087,63.3,22,1164.92,0.0,0.0,0.0,0,44,117,0,0,139857.0,11200,1
LoanID34622539,22125,22125,22125.0,34,60,0,17.57,60000.0,18.35,1,0,13,70,9,0,5086,27.5,13,4184.66,0.0,0.0,0.0,0,13,61,0,0,22391.0,18500,0
LoanID57759468,24000,24000,24000.0,14,60,2,10.99,58000.0,16.68,1,0,13,70,7,0,22300,50.1,24,1262.17,0.0,0.0,0.0,0,44,26,0,0,184799.0,44500,0
LoanID5777400,18250,18250,18250.0,22,60,10,15.1,61000.0,26.09,0,1,31,70,15,0,13390,54.2,31,5186.41,0.0,0.0,0.0,0,31,117,0,0,264915.0,24700,0
LoanID2707664,4800,4800,4800.0,13,36,6,12.12,36000.0,19.4,0,0,28,70,14,0,6930,49.9,21,925.95,0.0,0.0,0.0,0,44,135,0,0,57953.0,13900,1
LoanID72418982,16000,16000,16000.0,13,36,6,9.76,250000.0,15.58,0,1,31,70,13,0,36156,63.5,16,0.0,0.0,0.0,0.0,0,44,48,0,0,129420.0,56900,0
LoanID26587719,9075,9075,9075.0,43,36,8,20.2,80000.0,16.58,0,1,80,70,9,0,3247,90.2,21,2038.54,0.0,0.0,0.0,0,44,74,0,0,111848.0,3600,0
LoanID10761429,17625,17625,17600.0,35,60,1,20.2,65000.0,32.85,2,1,13,70,17,0,18227,67.3,62,6387.82,0.0,0.0,0.0,0,30,113,0,0,327823.0,27100,0
LoanID2637053,11700,11700,11700.0,23,36,3,15.8,45000.0,8.74,1,2,22,70,10,0,5940,42.7,13,3062.79,0.0,0.0,0.0,0,22,152,0,0,26787.0,13900,1
LoanID50216999,25000,25000,25000.0,25,60,5,14.65,167000.0,7.97,0,1,51,70,17,0,7068,26.3,35,2301.15,0.0,0.0,0.0,0,51,35,0,0,64033.0,26900,0
LoanID53967696,35000,35000,35000.0,34,36,6,17.57,145000.0,8.9,1,1,14,61,11,1,41575,25.6,24,3284.03,0.0,0.0,0.0,0,44,31,0,0,254355.0,65700,0
LoanID64994916,11000,11000,10925.0,25,36,9,14.65,110000.0,19.02,0,1,31,70,8,0,16021,38.7,15,375.95,0.0,0.0,0.0,0,44,13,0,0,101576.0,41400,0
LoanID35833512,35000,35000,35000.0,21,60,3,12.99,165000.0,17.31,0,0,31,70,14,0,61878,93.2,29,4849.57,0.0,0.0,0.0,0,44,61,0,0,556185.0,66400,0
LoanID61058526,21500,21500,21500.0,25,60,6,14.65,43000.0,17.8,0,0,53,70,9,0,10493,34.7,22,1264.61,0.0,0.0,0.0,0,53,22,0,0,23200.0,30200,0
LoanID1274411,17000,17000,16975.0,42,60,7,19.03,56000.0,17.27,0,0,31,70,7,0,9310,59.7,11,8661.77,0.0,0.0,0.0,0,44,196,0,0,80669.5,23700,0
LoanID45341235,13700,13700,13700.0,34,36,5,17.57,65000.0,18.69,0,0,70,54,7,2,4643,55.3,16,1792.61,0.0,0.0,0.0,0,70,44,0,656,207625.0,8400,0
LoanID48451830,11175,11175,11175.0,55,36,4,25.57,45000.0,29.33,0,1,31,70,12,0,2029,88.2,13,1958.19,0.0,0.0,0.0,0,44,39,0,0,65485.0,2300,0
LoanID37727344,10000,10000,10000.0,31,60,10,15.59,75000.0,23.66,2,0,5,70,12,0,4574,86.3,29,1337.87,0.0,0.0,0.0,0,65,48,0,90,248611.0,5300,0
LoanID12848234,30000,30000,30000.0,14,36,10,12.85,98000.0,7.83,0,0,49,70,20,0,15696,31.6,49,5239.3,0.0,0.0,0.0,0,44,95,0,141,373534.0,49700,0
LoanID61607047,22000,22000,21925.0,44,60,10,19.99,73000.0,29.18,0,0,66,70,13,0,16818,61.6,48,329.72,0.0,0.0,0.0,0,66,9,0,124,81863.0,27300,1
LoanID1437973,20400,20400,20400.0,15,36,8,13.67,115200.0,14.76,0,1,31,70,6,0,9949,80.2,16,4465.79,0.0,0.0,0.0,0,44,139,0,0,80669.5,23700,1
LoanID14980406,5600,5600,5600.0,21,36,10,13.65,81000.0,6.77,0,0,36,43,4,1,770,27.5,9,985.02,0.0,0.0,0.0,0,36,91,0,0,14147.0,2800,1
LoanID939366,30000,30000,29975.0,35,60,3,17.49,68004.0,9.63,0,2,31,70,7,0,19653,48.2,31,4142.64,0.0,0.0,0.0,0,44,44,0,0,80669.5,23700,1
LoanID7225478,12000,12000,12000.0,31,60,0,16.99,55000.0,21.89,0,4,30,70,15,0,12716,68.7,32,3520.18,0.0,0.0,0.0,0,44,109,0,0,172831.0,18500,0
LoanID42573438,18000,18000,18000.0,25,60,10,14.99,50000.0,19.4,0,0,31,70,11,0,15215,58.5,16,2313.33,0.0,0.0,0.0,0,44,52,0,0,187073.0,26000,0
LoanID5788362,20000,20000,20000.0,25,60,10,17.27,56000.0,26.56,0,2,76,70,15,0,18903,35.1,32,7448.58,0.0,0.0,0.0,0,44,139,0,0,58250.0,53800,0
LoanID72270685,15000,15000,15000.0,24,36,9,13.67,48000.0,26.56,0,0,43,70,8,0,7494,45.1,11,148.09,0.0,0.0,0.0,0,44,4,0,0,23287.0,16600,0
LoanID47854453,20000,20000,20000.0,31,60,3,15.61,62171.0,16.39,0,0,31,70,10,0,12549,44.8,10,2199.6,0.0,0.0,0.0,0,44,39,0,0,31369.0,28000,0
LoanID71326089,5000,5000,5000.0,12,36,2,9.17,124500.0,18.29,0,1,29,63,20,1,16935,57.2,30,35.66,0.0,0.0,0.0,0,44,4,0,0,109651.0,29600,0
LoanID63783030,24000,24000,23975.0,32,60,0,16.55,83000.0,31.88,0,0,31,70,20,0,68931,61.9,42,1280.24,0.0,0.0,0.0,0,44,17,0,0,502944.0,111400,0
LoanID41685835,20000,20000,20000.0,23,60,10,13.66,90000.0,23.46,0,0,31,49,9,1,49212,74.5,18,2534.03,0.0,0.0,0.0,0,44,52,0,0,541157.0,66100,0
LoanID65006104,10000,10000,10000.0,15,36,3,11.53,54000.0,25.69,0,0,31,70,12,0,28101,56.1,33,268.68,0.0,0.0,0.0,0,44,13,0,0,295656.0,50100,0
LoanID27208533,6400,6400,6400.0,34,36,10,17.57,45000.0,29.41,0,1,31,118,14,1,17808,56.4,35,778.97,0.0,0.0,0.0,0,44,39,0,0,108124.0,31600,1
LoanID1253674,5000,5000,5000.0,22,36,6,14.27,35000.0,16.42,0,0,30,70,6,0,1410,34.0,8,1171.2,0.0,0.0,0.0,0,44,161,0,0,80669.5,23700,1
LoanID63009779,10000,10000,10000.0,45,60,0,20.99,20000.0,38.5,0,0,31,70,6,0,11180,98.9,15,677.86,0.0,0.0,0.0,0,44,17,0,278,33281.0,11300,0
LoanID73385703,7000,7000,7000.0,5,36,8,7.91,53185.0,11.59,1,2,22,70,21,0,7310,14.2,36,0.0,0.0,0.0,0.0,0,22,48,0,0,216288.0,51600,0
LoanID31637588,10000,10000,10000.0,24,36,10,14.49,50000.0,13.71,0,2,31,70,10,0,10211,48.6,11,1260.61,0.0,0.0,0.0,0,44,48,0,0,106123.0,21000,1
LoanID5237560,6000,6000,6000.0,24,36,1,16.29,83000.0,13.71,0,1,31,70,14,0,13326,48.6,15,855.16,0.0,0.0,0.0,0,44,52,0,0,34497.0,27400,1
LoanID43276857,8400,8400,8400.0,4,36,10,7.49,80000.0,19.61,0,0,31,37,11,3,4157,28.7,30,496.69,0.0,0.0,0.0,0,44,48,0,0,41194.0,14500,0
LoanID8937949,16950,16950,16950.0,14,36,10,12.99,56000.0,21.71,0,0,31,70,7,0,11998,60.0,28,2993.35,0.0,0.0,0.0,0,31,95,0,0,56446.0,20000,0
LoanID6341921,14400,14400,14400.0,3,36,10,7.62,80000.0,10.23,0,0,75,70,7,0,3638,18.4,31,1724.19,0.0,0.0,0.0,0,44,139,0,0,19549.0,19800,0
LoanID63018578,35000,35000,34950.0,42,60,1,18.55,81000.0,20.09,0,1,31,70,13,0,18781,69.3,41,2094.53,0.0,0.0,0.0,0,44,17,0,0,180351.0,27100,0
LoanID67807914,3000,3000,3000.0,15,36,1,11.53,36000.0,22.03,0,1,60,70,14,0,5967,56.8,17,55.06,0.0,0.0,0.0,0,60,9,0,0,40388.0,10500,0
LoanID21358291,2700,2700,2700.0,34,36,2,17.57,46000.0,25.43,0,0,31,70,14,0,12929,43.4,28,304.96,0.0,0.0,0.0,0,44,35,0,0,70227.0,29800,1
LoanID49910049,15000,15000,15000.0,14,36,10,10.99,82000.0,11.75,0,1,46,70,13,0,41307,71.5,31,883.4,0.0,0.0,0.0,0,46,35,0,0,258381.0,57800,0
LoanID43845799,8975,8975,8975.0,42,36,10,18.84,46000.0,26.56,0,0,31,70,7,0,5812,47.6,18,1295.43,0.0,0.0,0.0,0,44,48,0,0,27220.0,12200,0
LoanID42454496,2500,2500,2500.0,33,36,0,16.49,21000.0,23.13,0,1,31,70,7,0,7827,94.3,20,332.95,0.0,0.0,0.0,0,44,48,0,0,24723.0,8300,0
LoanID3557920,11250,11250,11225.0,51,60,6,22.95,43000.0,18.22,0,2,31,70,12,0,10832,45.5,23,4376.63,15.84,16.12,0.0,0,44,100,0,0,22735.0,23800,0
LoanID1859326,9000,9000,9000.0,15,36,10,14.09,43000.0,15.63,0,0,31,70,12,0,10455,70.6,17,2012.11,0.0,0.0,0.0,0,44,130,0,0,14328.0,14800,0
LoanID10783585,14000,14000,13875.0,5,36,10,8.9,130000.0,6.56,0,2,27,70,10,0,5619,43.9,29,1754.57,0.0,0.0,0.0,0,44,104,0,0,151107.0,12800,0
LoanID7607765,23000,23000,23000.0,5,36,2,8.9,150000.0,6.07,0,0,31,53,10,1,6062,21.3,43,1642.93,0.0,0.0,0.0,0,44,48,0,0,468840.0,28500,1
LoanID41402310,10000,10000,10000.0,1,36,0,6.03,72500.0,3.04,0,0,74,70,10,0,4708,26.3,25,510.6,0.0,0.0,0.0,0,75,52,0,0,4708.0,17900,0
LoanID4721690,7200,7200,7200.0,4,36,10,7.9,42000.0,8.31,0,0,38,70,7,0,4732,28.5,26,396.07,0.0,0.0,0.0,0,44,48,0,0,122656.0,16600,1
